,contractID,symbol,expiration,date,strike,type,last,mark,bid,ask,volume,open_interest,implied_volatility
684,IBM241220P00185000,IBM,2024-12-20,2024-10-25,185.00,put,0.62,0.49,0.46,0.52,11,65,0.25367
685,IBM241220C00190000,IBM,2024-12-20,2024-10-25,190.00,call,28.05,25.55,25.05,26.05,2,41,0.03236
686,IBM241220P00190000,IBM,2024-12-20,2024-10-25,190.00,put,0.72,0.72,0.65,0.78,471,408,0.23934
687,IBM241220C00195000,IBM,2024-12-20,2024-10-25,195.00,call,21.00,21.10,20.55,21.65,1,47,0.02580
688,IBM241220P00195000,IBM,2024-12-20,2024-10-25,195.00,put,1.19,1.11,0.95,1.28,700,379,0.22806
689,IBM241220C00200000,IBM,2024-12-20,2024-10-25,200.00,call,16.70,16.88,16.25,17.50,9,217,0.16495
690,IBM241220P00200000,IBM,2024-12-20,2024-10-25,200.00,put,1.93,1.90,1.84,1.95,240,1812,0.22638
691,IBM241220C00205000,IBM,2024-12-20,2024-10-25,205.00,call,12.75,13.03,12.40,13.65,3,100,0.17776
692,IBM241220P00205000,IBM,2024-12-20,2024-10-25,205.00,put,3.10,3.04,2.97,3.10,477,1266,0.22394
693,IBM241220C00210000,IBM,2024-12-20,2024-10-25,210.00,call,9.20,9.30,9.05,9.55,20,161,0.17105
694,IBM241220P00210000,IBM,2024-12-20,2024-10-25,210.00,put,4.65,4.67,4.60,4.75,195,559,0.22288
695,IBM241220C00215000,IBM,2024-12-20,2024-10-25,215.00,call,6.30,6.70,6.30,7.10,202,223,0.18096
696,IBM241220P00215000,IBM,2024-12-20,2024-10-25,215.00,put,6.70,6.90,6.80,7.00,249,569,0.22471
697,IBM241220C00220000,IBM,2024-12-20,2024-10-25,220.00,call,4.15,4.22,4.15,4.30,1257,628,0.17410
698,IBM241220P00220000,IBM,2024-12-20,2024-10-25,220.00,put,9.75,9.68,9.30,10.05,68,883,0.22730
699,IBM241220C00225000,IBM,2024-12-20,2024-10-25,225.00,call,2.65,2.68,2.57,2.79,184,1068,0.17684
700,IBM241220P00225000,IBM,2024-12-20,2024-10-25,225.00,put,13.15,13.00,12.45,13.55,97,758,0.23156
701,IBM241220C00230000,IBM,2024-12-20,2024-10-25,230.00,call,1.60,1.60,1.55,1.65,217,1089,0.17806
702,IBM241220P00230000,IBM,2024-12-20,2024-10-25,230.00,put,17.25,17.32,16.95,17.70,11,401,0.25702
703,IBM241220C00235000,IBM,2024-12-20,2024-10-25,235.00,call,0.97,0.99,0.91,1.06,226,1858,0.18370
704,IBM241220P00235000,IBM,2024-12-20,2024-10-25,235.00,put,21.63,21.65,20.85,22.45,4,281,0.27547
705,IBM241220C00240000,IBM,2024-12-20,2024-10-25,240.00,call,0.59,0.59,0.54,0.65,178,996,0.18782
706,IBM241220P00240000,IBM,2024-12-20,2024-10-25,240.00,put,25.55,26.77,25.95,27.60,3,318,0.31952
707,IBM241220C00245000,IBM,2024-12-20,2024-10-25,245.00,call,0.35,0.38,0.30,0.46,174,748,0.19559
708,IBM241220P00245000,IBM,2024-12-20,2024-10-25,245.00,put,0.00,31.07,29.85,32.30,0,96,0.32653
709,IBM241220C00250000,IBM,2024-12-20,2024-10-25,250.00,call,0.16,0.21,0.17,0.25,207,1089,0.19727
710,IBM241220P00250000,IBM,2024-12-20,2024-10-25,250.00,put,0.00,36.78,35.70,37.85,0,38,0.39284
711,IBM241220C00255000,IBM,2024-12-20,2024-10-25,255.00,call,0.13,0.13,0.06,0.20,74,927,0.20321
712,IBM241220P00255000,IBM,2024-12-20,2024-10-25,255.00,put,0.00,41.52,40.40,42.65,0,3,0.41510
713,IBM241220C00260000,IBM,2024-12-20,2024-10-25,260.00,call,0.11,0.07,0.03,0.11,133,919,0.20489
714,IBM241220P00260000,IBM,2024-12-20,2024-10-25,260.00,put,0.00,46.40,45.30,47.50,0,1,0.44177
715,IBM241220C00265000,IBM,2024-12-20,2024-10-25,265.00,call,0.06,0.15,0.02,0.27,14,133,0.24742
716,IBM241220P00265000,IBM,2024-12-20,2024-10-25,265.00,put,0.00,51.22,50.30,52.15,0,0,0.46372
717,IBM241220C00270000,IBM,2024-12-20,2024-10-25,270.00,call,0.07,0.21,0.01,0.41,0,63,0.28004
718,IBM241220P00270000,IBM,2024-12-20,2024-10-25,270.00,put,0.00,56.58,55.25,57.90,0,0,0.51174
719,IBM241220C00275000,IBM,2024-12-20,2024-10-25,275.00,call,0.05,0.01,0.00,0.49,65,759,0.20992
720,IBM241220P00275000,IBM,2024-12-20,2024-10-25,275.00,put,0.00,61.58,60.25,62.90,0,0,0.54101
721,IBM241220C00280000,IBM,2024-12-20,2024-10-25,280.00,call,0.04,0.01,0.00,0.39,7,414,0.22410
722,IBM241220P00280000,IBM,2024-12-20,2024-10-25,280.00,put,66.06,65.90,64.45,67.35,2,6,0.53278
723,IBM241220C00285000,IBM,2024-12-20,2024-10-25,285.00,call,0.05,0.01,0.00,0.39,1,28,0.23781
724,IBM241220P00285000,IBM,2024-12-20,2024-10-25,285.00,put,0.00,71.57,70.30,72.85,0,0,0.59665
725,IBM241220C00290000,IBM,2024-12-20,2024-10-25,290.00,call,0.44,0.01,0.00,0.38,0,5,0.25123
726,IBM241220P00290000,IBM,2024-12-20,2024-10-25,290.00,put,0.00,76.40,75.20,77.60,0,0,0.61433
727,IBM241220C00295000,IBM,2024-12-20,2024-10-25,295.00,call,0.25,0.01,0.00,0.38,0,0,0.26449
728,IBM241220P00295000,IBM,2024-12-20,2024-10-25,295.00,put,0.00,81.53,80.20,82.85,0,0,0.64756
729,IBM241220C00300000,IBM,2024-12-20,2024-10-25,300.00,call,0.20,0.01,0.00,0.35,0,34,0.27730
730,IBM241220P00300000,IBM,2024-12-20,2024-10-25,300.00,put,0.00,86.53,85.20,87.85,0,0,0.67317
731,IBM241220C00305000,IBM,2024-12-20,2024-10-25,305.00,call,0.00,0.01,0.00,0.38,0,0,0.28979
732,IBM241220P00305000,IBM,2024-12-20,2024-10-25,305.00,put,0.00,91.50,90.20,92.80,0,0,0.69649
733,IBM241220C00310000,IBM,2024-12-20,2024-10-25,310.00,call,0.31,0.01,0.00,0.38,0,3,0.30214
734,IBM241220P00310000,IBM,2024-12-20,2024-10-25,310.00,put,0.00,96.53,95.20,97.85,0,0,0.72256
735,IBM241220C00315000,IBM,2024-12-20,2024-10-25,315.00,call,0.31,0.01,0.00,0.38,0,1,0.31418
736,IBM241220P00315000,IBM,2024-12-20,2024-10-25,315.00,put,0.00,101.45,100.20,102.70,0,0,0.74192
737,IBM241220C00320000,IBM,2024-12-20,2024-10-25,320.00,call,0.28,0.01,0.00,0.38,0,4,0.32607
738,IBM241220P00320000,IBM,2024-12-20,2024-10-25,320.00,put,0.00,106.47,105.15,107.80,0,0,0.76646
739,IBM241220C00325000,IBM,2024-12-20,2024-10-25,325.00,call,0.00,0.01,0.00,0.38,0,0,0.33766
740,IBM241220P00325000,IBM,2024-12-20,2024-10-25,325.00,put,0.00,111.45,110.20,112.70,0,0,0.78811
741,IBM241220C00330000,IBM,2024-12-20,2024-10-25,330.00,call,0.00,0.01,0.00,0.37,0,0,0.34909
742,IBM241220P00330000,IBM,2024-12-20,2024-10-25,330.00,put,0.00,116.45,115.20,117.70,0,0,0.81051
743,IBM241220C00335000,IBM,2024-12-20,2024-10-25,335.00,call,0.23,0.01,0.00,0.37,0,8,0.36022
744,IBM241220P00335000,IBM,2024-12-20,2024-10-25,335.00,put,0.00,121.45,120.20,122.70,0,0,0.83262
745,IBM250117C00060000,IBM,2025-01-17,2024-10-25,60.00,call,132.30,154.80,153.70,155.90,0,0,0.13605
746,IBM250117P00060000,IBM,2025-01-17,2024-10-25,60.00,put,0.00,0.01,0.00,1.15,0,187,0.85045
747,IBM250117C00065000,IBM,2025-01-17,2024-10-25,65.00,call,83.20,149.82,148.75,150.90,0,0,0.13165
748,IBM250117P00065000,IBM,2025-01-17,2024-10-25,65.00,put,0.00,0.01,0.00,1.00,0,303,0.79893
749,IBM250117C00070000,IBM,2025-01-17,2024-10-25,70.00,call,113.25,144.80,143.70,145.90,0,0,0.12725
750,IBM250117P00070000,IBM,2025-01-17,2024-10-25,70.00,put,0.00,0.01,0.00,0.75,0,78,0.75122
751,IBM250117C00075000,IBM,2025-01-17,2024-10-25,75.00,call,108.10,139.82,138.75,140.90,0,0,0.12285
752,IBM250117P00075000,IBM,2025-01-17,2024-10-25,75.00,put,0.00,0.01,0.00,0.75,0,137,0.70701
753,IBM250117C00080000,IBM,2025-01-17,2024-10-25,80.00,call,103.10,134.62,133.35,135.90,0,0,0.11846
754,IBM250117P00080000,IBM,2025-01-17,2024-10-25,80.00,put,0.00,0.01,0.00,0.75,0,152,0.66555
755,IBM250117C00085000,IBM,2025-01-17,2024-10-25,85.00,call,132.97,129.62,128.35,130.90,0,0,0.11406
756,IBM250117P00085000,IBM,2025-01-17,2024-10-25,85.00,put,0.00,0.01,0.00,0.63,0,261,0.62668
757,IBM250117C00090000,IBM,2025-01-17,2024-10-25,90.00,call,104.69,124.80,123.90,125.70,0,70,0.10966
758,IBM250117P00090000,IBM,2025-01-17,2024-10-25,90.00,put,0.00,0.01,0.00,0.63,0,266,0.59009
759,IBM250117C00095000,IBM,2025-01-17,2024-10-25,95.00,call,74.85,119.62,118.30,120.95,0,7,0.10526
760,IBM250117P00095000,IBM,2025-01-17,2024-10-25,95.00,put,0.00,0.01,0.00,0.39,0,782,0.55549
761,IBM250117C00100000,IBM,2025-01-17,2024-10-25,100.00,call,118.48,115.00,114.30,115.70,1,36,0.10086
762,IBM250117P00100000,IBM,2025-01-17,2024-10-25,100.00,put,0.00,0.30,0.01,0.59,0,950,0.75442
763,IBM250117C00105000,IBM,2025-01-17,2024-10-25,105.00,call,61.06,109.72,108.80,110.65,0,22,0.09647
764,IBM250117P00105000,IBM,2025-01-17,2024-10-25,105.00,put,0.00,0.12,0.01,0.22,0,1487,0.62973
765,IBM250117C00110000,IBM,2025-01-17,2024-10-25,110.00,call,87.15,104.97,103.20,106.75,0,4,0.09207
766,IBM250117P00110000,IBM,2025-01-17,2024-10-25,110.00,put,0.00,0.01,0.00,0.40,0,3117,0.46144
767,IBM250117C00115000,IBM,2025-01-17,2024-10-25,115.00,call,95.37,99.93,99.20,100.65,0,244,0.08767
768,IBM250117P00115000,IBM,2025-01-17,2024-10-25,115.00,put,0.00,0.01,0.00,0.41,0,2276,0.43293
769,IBM250117C00120000,IBM,2025-01-17,2024-10-25,120.00,call,96.10,94.83,94.25,95.40,0,264,0.08327
770,IBM250117P00120000,IBM,2025-01-17,2024-10-25,120.00,put,0.00,0.36,0.05,0.66,0,2421,0.60808
771,IBM250117C00125000,IBM,2025-01-17,2024-10-25,125.00,call,108.00,89.90,89.25,90.55,0,940,0.07887
772,IBM250117P00125000,IBM,2025-01-17,2024-10-25,125.00,put,0.00,0.23,0.03,0.43,0,1743,0.53384
773,IBM250117C00130000,IBM,2025-01-17,2024-10-25,130.00,call,88.30,85.05,84.30,85.80,3,740,0.07448
774,IBM250117P00130000,IBM,2025-01-17,2024-10-25,130.00,put,0.00,0.14,0.04,0.23,0,1386,0.46692
775,IBM250117C00135000,IBM,2025-01-17,2024-10-25,135.00,call,82.52,80.05,79.30,80.80,0,1112,0.07008
776,IBM250117P00135000,IBM,2025-01-17,2024-10-25,135.00,put,0.00,0.12,0.05,0.20,0,1477,0.42714
777,IBM250117C00140000,IBM,2025-01-17,2024-10-25,140.00,call,81.00,75.12,74.45,75.80,0,430,0.06568
778,IBM250117P00140000,IBM,2025-01-17,2024-10-25,140.00,put,0.13,0.34,0.10,0.58,1,1413,0.46159
779,IBM250117C00145000,IBM,2025-01-17,2024-10-25,145.00,call,72.55,69.72,68.65,70.80,1,1644,0.06128
780,IBM250117P00145000,IBM,2025-01-17,2024-10-25,145.00,put,0.11,0.24,0.07,0.40,52,2371,0.40656
781,IBM250117C00150000,IBM,2025-01-17,2024-10-25,150.00,call,66.25,65.22,64.60,65.85,1,2172,0.05688
782,IBM250117P00150000,IBM,2025-01-17,2024-10-25,150.00,put,0.18,0.23,0.18,0.27,1,2510,0.37394
783,IBM250117C00155000,IBM,2025-01-17,2024-10-25,155.00,call,62.65,60.28,59.45,61.10,0,1178,0.05249
784,IBM250117P00155000,IBM,2025-01-17,2024-10-25,155.00,put,0.00,0.22,0.10,0.34,0,2210,0.34239
785,IBM250117C00160000,IBM,2025-01-17,2024-10-25,160.00,call,58.28,55.17,54.45,55.90,1,1873,0.04809
786,IBM250117P00160000,IBM,2025-01-17,2024-10-25,160.00,put,0.00,0.41,0.12,0.71,0,1972,0.34818
787,IBM250117C00165000,IBM,2025-01-17,2024-10-25,165.00,call,50.40,50.08,49.60,50.55,6,1633,0.04369
788,IBM250117P00165000,IBM,2025-01-17,2024-10-25,165.00,put,0.00,0.32,0.15,0.49,0,1692,0.30458
789,IBM250117C00170000,IBM,2025-01-17,2024-10-25,170.00,call,45.35,45.23,44.75,45.70,18,3204,0.03929
790,IBM250117P00170000,IBM,2025-01-17,2024-10-25,170.00,put,0.00,0.35,0.22,0.48,0,4322,0.28050
791,IBM250117C00175000,IBM,2025-01-17,2024-10-25,175.00,call,40.80,40.35,39.90,40.80,1,3677,0.03489
792,IBM250117P00175000,IBM,2025-01-17,2024-10-25,175.00,put,0.42,0.43,0.30,0.55,3,4619,0.26236
793,IBM250117C00180000,IBM,2025-01-17,2024-10-25,180.00,call,39.13,35.85,35.30,36.40,8,2695,0.03050
794,IBM250117P00180000,IBM,2025-01-17,2024-10-25,180.00,put,0.63,0.65,0.63,0.66,205,1271,0.25473
795,IBM250117C00185000,IBM,2025-01-17,2024-10-25,185.00,call,31.15,31.15,30.70,31.60,19,1770,0.02610
796,IBM250117P00185000,IBM,2025-01-17,2024-10-25,185.00,put,0.90,0.91,0.87,0.95,3,1305,0.24361
797,IBM250117C00190000,IBM,2025-01-17,2024-10-25,190.00,call,26.30,26.40,26.20,26.60,36,4999,0.02170
798,IBM250117P00190000,IBM,2025-01-17,2024-10-25,190.00,put,1.30,1.31,1.26,1.37,135,2028,0.23461
799,IBM250117C00195000,IBM,2025-01-17,2024-10-25,195.00,call,22.08,22.35,21.90,22.80,36,3817,0.15641
800,IBM250117P00195000,IBM,2025-01-17,2024-10-25,195.00,put,1.91,1.95,1.88,2.02,61,634,0.22913
801,IBM250117C00200000,IBM,2025-01-17,2024-10-25,200.00,call,17.90,18.12,17.90,18.35,153,2863,0.16358
802,IBM250117P00200000,IBM,2025-01-17,2024-10-25,200.00,put,2.83,2.88,2.78,2.97,40,1505,0.22531
803,IBM250117C00205000,IBM,2025-01-17,2024-10-25,205.00,call,15.00,14.80,14.30,15.30,28,1644,0.18385
804,IBM250117P00205000,IBM,2025-01-17,2024-10-25,205.00,put,4.25,4.15,4.00,4.30,168,1587,0.22227
805,IBM250117C00210000,IBM,2025-01-17,2024-10-25,210.00,call,11.23,11.55,11.05,12.05,32,3215,0.18675
806,IBM250117P00210000,IBM,2025-01-17,2024-10-25,210.00,put,5.78,6.00,5.90,6.10,161,538,0.22455
807,IBM250117C00215000,IBM,2025-01-17,2024-10-25,215.00,call,8.40,8.43,8.35,8.50,339,1941,0.18004
808,IBM250117P00215000,IBM,2025-01-17,2024-10-25,215.00,put,8.05,8.23,8.15,8.30,113,10997,0.22547
809,IBM250117C00220000,IBM,2025-01-17,2024-10-25,220.00,call,6.05,6.05,5.95,6.15,200,3310,0.17913
810,IBM250117P00220000,IBM,2025-01-17,2024-10-25,220.00,put,10.75,10.55,10.05,11.05,178,1942,0.21830
811,IBM250117C00225000,IBM,2025-01-17,2024-10-25,225.00,call,4.22,3.75,3.20,4.30,136,2195,0.16693
812,IBM250117P00225000,IBM,2025-01-17,2024-10-25,225.00,put,14.40,13.82,13.20,14.45,123,495,0.22440
813,IBM250117C00230000,IBM,2025-01-17,2024-10-25,230.00,call,2.90,2.96,2.83,3.10,206,1352,0.18279
814,IBM250117P00230000,IBM,2025-01-17,2024-10-25,230.00,put,17.80,17.82,17.00,18.65,33,585,0.24071
815,IBM250117C00235000,IBM,2025-01-17,2024-10-25,235.00,call,1.96,1.96,1.90,2.02,128,1059,0.18324
816,IBM250117P00235000,IBM,2025-01-17,2024-10-25,235.00,put,19.30,22.38,21.35,23.40,12,511,0.26647
817,IBM250117C00240000,IBM,2025-01-17,2024-10-25,240.00,call,1.33,1.31,1.27,1.35,222,1792,0.18583
818,IBM250117P00240000,IBM,2025-01-17,2024-10-25,240.00,put,27.10,26.55,25.80,27.30,35,162,0.27638
819,IBM250117C00245000,IBM,2025-01-17,2024-10-25,245.00,call,0.89,1.00,0.77,1.23,28,809,0.19589
820,IBM250117P00245000,IBM,2025-01-17,2024-10-25,245.00,put,28.45,31.47,30.90,32.05,17,174,0.30611
821,IBM250117C00250000,IBM,2025-01-17,2024-10-25,250.00,call,0.60,0.76,0.55,0.97,852,21377,0.20458
822,IBM250117P00250000,IBM,2025-01-17,2024-10-25,250.00,put,0.00,36.58,35.95,37.20,0,60,0.34025
823,IBM250117C00260000,IBM,2025-01-17,2024-10-25,260.00,call,0.27,0.28,0.25,0.30,17,1457,0.20230
824,IBM250117P00260000,IBM,2025-01-17,2024-10-25,260.00,put,0.00,46.55,45.35,47.75,0,11,0.39665
825,IBM250117C00270000,IBM,2025-01-17,2024-10-25,270.00,call,0.18,0.24,0.11,0.38,5,323,0.23035
826,IBM250117P00270000,IBM,2025-01-17,2024-10-25,270.00,put,0.00,56.17,55.30,57.05,0,0,0.43598
827,IBM250117C00280000,IBM,2025-01-17,2024-10-25,280.00,call,0.10,0.14,0.08,0.20,86,4510,0.24178
828,IBM250117P00280000,IBM,2025-01-17,2024-10-25,280.00,put,0.00,66.60,65.30,67.90,0,0,0.50214
829,IBM250117C00290000,IBM,2025-01-17,2024-10-25,290.00,call,0.10,0.07,0.03,0.11,3,830,0.24711
830,IBM250117P00290000,IBM,2025-01-17,2024-10-25,290.00,put,0.00,76.50,75.30,77.70,0,0,0.54573
831,IBM250117C00300000,IBM,2025-01-17,2024-10-25,300.00,call,0.03,0.11,0.01,0.20,1,163,0.28720
832,IBM250117P00300000,IBM,2025-01-17,2024-10-25,300.00,put,0.00,86.38,85.25,87.50,0,0,0.58598
833,IBM250321C00085000,IBM,2025-03-21,2024-10-25,85.00,call,0.00,130.05,128.45,131.65,0,0,0.06551
834,IBM250321P00085000,IBM,2025-03-21,2024-10-25,85.00,put,0.00,0.01,0.00,0.42,0,33,0.47775
835,IBM250321C00090000,IBM,2025-03-21,2024-10-25,90.00,call,0.00,124.97,123.30,126.65,0,0,0.06298
836,IBM250321P00090000,IBM,2025-03-21,2024-10-25,90.00,put,0.00,0.01,0.00,0.75,0,1,0.45016
837,IBM250321C00095000,IBM,2025-03-21,2024-10-25,95.00,call,0.00,120.00,118.35,121.65,0,0,0.06045
838,IBM250321P00095000,IBM,2025-03-21,2024-10-25,95.00,put,0.00,0.01,0.00,0.44,0,8,0.42394
839,IBM250321C00100000,IBM,2025-03-21,2024-10-25,100.00,call,117.81,114.95,113.25,116.65,0,5,0.05793
840,IBM250321P00100000,IBM,2025-03-21,2024-10-25,100.00,put,0.00,0.01,0.00,0.45,0,5,0.39909
841,IBM250321C00105000,IBM,2025-03-21,2024-10-25,105.00,call,78.80,110.05,108.35,111.75,0,0,0.05540
842,IBM250321P00105000,IBM,2025-03-21,2024-10-25,105.00,put,0.00,0.01,0.00,0.45,0,4,0.37546
843,IBM250321C00110000,IBM,2025-03-21,2024-10-25,110.00,call,0.00,104.95,103.20,106.70,0,0,0.05288
844,IBM250321P00110000,IBM,2025-03-21,2024-10-25,110.00,put,0.00,0.01,0.00,0.76,0,4,0.35290
845,IBM250321C00115000,IBM,2025-03-21,2024-10-25,115.00,call,55.09,100.07,98.35,101.80,0,1,0.05035
846,IBM250321P00115000,IBM,2025-03-21,2024-10-25,115.00,put,0.00,0.01,0.00,0.77,0,30,0.33126
847,IBM250321C00120000,IBM,2025-03-21,2024-10-25,120.00,call,58.50,95.10,93.40,96.80,0,4,0.04782
848,IBM250321P00120000,IBM,2025-03-21,2024-10-25,120.00,put,0.00,0.01,0.00,0.67,0,34,0.31053
849,IBM250321C00125000,IBM,2025-03-21,2024-10-25,125.00,call,0.00,89.82,88.60,91.05,0,0,0.04530
850,IBM250321P00125000,IBM,2025-03-21,2024-10-25,125.00,put,0.00,0.33,0.08,0.58,0,26,0.43141
851,IBM250321C00130000,IBM,2025-03-21,2024-10-25,130.00,call,87.60,85.32,83.80,86.85,0,17,0.04277
852,IBM250321P00130000,IBM,2025-03-21,2024-10-25,130.00,put,0.00,0.37,0.10,0.64,0,100,0.41159
853,IBM250321C00135000,IBM,2025-03-21,2024-10-25,135.00,call,61.12,79.75,79.15,80.35,0,167,0.04025
854,IBM250321P00135000,IBM,2025-03-21,2024-10-25,135.00,put,0.00,0.42,0.15,0.69,0,227,0.39315
855,IBM250321C00140000,IBM,2025-03-21,2024-10-25,140.00,call,45.40,75.28,74.40,76.15,0,12,0.03772
856,IBM250321P00140000,IBM,2025-03-21,2024-10-25,140.00,put,0.00,0.44,0.13,0.75,0,276,0.37013
857,IBM250321C00145000,IBM,2025-03-21,2024-10-25,145.00,call,74.00,70.62,69.50,71.75,0,43,0.03520
858,IBM250321P00145000,IBM,2025-03-21,2024-10-25,145.00,put,0.00,0.53,0.23,0.83,0,397,0.35610
859,IBM250321C00150000,IBM,2025-03-21,2024-10-25,150.00,call,83.20,65.70,64.70,66.70,0,28,0.03267
860,IBM250321P00150000,IBM,2025-03-21,2024-10-25,150.00,put,0.00,0.56,0.20,0.91,0,473,0.33415
861,IBM250321C00155000,IBM,2025-03-21,2024-10-25,155.00,call,69.81,60.53,59.20,61.85,0,6,0.03014
862,IBM250321P00155000,IBM,2025-03-21,2024-10-25,155.00,put,0.00,0.65,0.27,1.02,0,557,0.31815
863,IBM250321C00160000,IBM,2025-03-21,2024-10-25,160.00,call,74.07,55.75,55.05,56.45,0,215,0.02762
864,IBM250321P00160000,IBM,2025-03-21,2024-10-25,160.00,put,0.63,0.67,0.57,0.77,20,1337,0.29528
865,IBM250321C00165000,IBM,2025-03-21,2024-10-25,165.00,call,54.75,50.98,50.20,51.75,2,558,0.02509
866,IBM250321P00165000,IBM,2025-03-21,2024-10-25,165.00,put,0.00,0.96,0.87,1.04,0,856,0.29254
867,IBM250321C00170000,IBM,2025-03-21,2024-10-25,170.00,call,48.42,46.67,45.90,47.45,0,216,0.02257
868,IBM250321P00170000,IBM,2025-03-21,2024-10-25,170.00,put,1.15,1.21,1.16,1.27,11,520,0.28233
869,IBM250321C00175000,IBM,2025-03-21,2024-10-25,175.00,call,41.90,42.02,41.25,42.80,1,571,0.02004
870,IBM250321P00175000,IBM,2025-03-21,2024-10-25,175.00,put,0.00,1.59,1.55,1.64,0,315,0.27547
871,IBM250321C00180000,IBM,2025-03-21,2024-10-25,180.00,call,37.45,37.53,36.70,38.35,6,715,0.01751
872,IBM250321P00180000,IBM,2025-03-21,2024-10-25,180.00,put,1.74,2.03,1.88,2.18,16,318,0.26723
873,IBM250321C00185000,IBM,2025-03-21,2024-10-25,185.00,call,35.25,33.28,32.70,33.85,0,1146,0.11327
874,IBM250321P00185000,IBM,2025-03-21,2024-10-25,185.00,put,0.00,2.65,2.42,2.87,0,361,0.26144
875,IBM250321C00190000,IBM,2025-03-21,2024-10-25,190.00,call,30.37,29.30,28.60,30.00,11,811,0.17059
876,IBM250321P00190000,IBM,2025-03-21,2024-10-25,190.00,put,3.50,3.58,3.35,3.80,5,534,0.26022
877,IBM250321C00195000,IBM,2025-03-21,2024-10-25,195.00,call,25.00,25.15,24.80,25.50,14,857,0.17471
878,IBM250321P00195000,IBM,2025-03-21,2024-10-25,195.00,put,4.85,4.88,4.80,4.95,18,348,0.26281
879,IBM250321C00200000,IBM,2025-03-21,2024-10-25,200.00,call,23.57,21.62,21.25,22.00,32,5326,0.18599
880,IBM250321P00200000,IBM,2025-03-21,2024-10-25,200.00,put,6.20,6.30,6.20,6.40,53,892,0.26205
881,IBM250321C00210000,IBM,2025-03-21,2024-10-25,210.00,call,15.15,15.55,14.70,16.40,48,607,0.19971
882,IBM250321P00210000,IBM,2025-03-21,2024-10-25,210.00,put,9.80,10.05,9.95,10.15,197,940,0.26281
883,IBM250321C00220000,IBM,2025-03-21,2024-10-25,220.00,call,10.25,10.20,10.10,10.30,133,5055,0.19711
884,IBM250321P00220000,IBM,2025-03-21,2024-10-25,220.00,put,14.89,15.07,14.95,15.20,91,851,0.26678
885,IBM250321C00230000,IBM,2025-03-21,2024-10-25,230.00,call,6.65,6.50,6.40,6.60,123,1669,0.19955
886,IBM250321P00230000,IBM,2025-03-21,2024-10-25,230.00,put,19.35,20.83,20.10,21.55,2,752,0.26495
887,IBM250321C00240000,IBM,2025-03-21,2024-10-25,240.00,call,4.10,3.97,3.90,4.05,147,3188,0.20169
888,IBM250321P00240000,IBM,2025-03-21,2024-10-25,240.00,put,0.00,28.57,28.00,29.15,0,649,0.28400
889,IBM250321C00250000,IBM,2025-03-21,2024-10-25,250.00,call,2.48,2.51,2.42,2.61,44,3840,0.20870
890,IBM250321P00250000,IBM,2025-03-21,2024-10-25,250.00,put,0.00,37.05,36.40,37.70,0,27,0.30641
891,IBM250321C00260000,IBM,2025-03-21,2024-10-25,260.00,call,1.50,1.46,1.40,1.53,11,664,0.21068
892,IBM250321P00260000,IBM,2025-03-21,2024-10-25,260.00,put,43.55,46.40,45.60,47.20,1,119,0.34010
893,IBM250321C00270000,IBM,2025-03-21,2024-10-25,270.00,call,1.14,0.89,0.83,0.94,0,1183,0.21602
894,IBM250321P00270000,IBM,2025-03-21,2024-10-25,270.00,put,0.00,55.80,54.55,57.05,0,2,0.37028
895,IBM250321C00280000,IBM,2025-03-21,2024-10-25,280.00,call,0.53,0.58,0.53,0.63,21,8086,0.22379
896,IBM250321P00280000,IBM,2025-03-21,2024-10-25,280.00,put,0.00,66.25,64.55,67.95,0,0,0.42318
897,IBM250321C00290000,IBM,2025-03-21,2024-10-25,290.00,call,0.45,0.53,0.31,0.75,0,225,0.24467
898,IBM250321P00290000,IBM,2025-03-21,2024-10-25,290.00,put,0.00,76.25,74.60,77.90,0,0,0.46296
899,IBM250321C00300000,IBM,2025-03-21,2024-10-25,300.00,call,0.35,0.31,0.25,0.37,36,3444,0.24528
900,IBM250321P00300000,IBM,2025-03-21,2024-10-25,300.00,put,0.00,86.60,85.20,88.00,0,0,0.50976
901,IBM250321C00310000,IBM,2025-03-21,2024-10-25,310.00,call,0.90,0.33,0.07,0.60,0,41,0.26861
902,IBM250321P00310000,IBM,2025-03-21,2024-10-25,310.00,put,0.00,96.07,94.35,97.80,0,2,0.53201
903,IBM250321C00320000,IBM,2025-03-21,2024-10-25,320.00,call,0.17,0.17,0.10,0.25,3,736,0.26297
904,IBM250321P00320000,IBM,2025-03-21,2024-10-25,320.00,put,0.00,105.72,104.35,107.10,0,0,0.55701
905,IBM250417C00095000,IBM,2025-04-17,2024-10-25,95.00,call,0.00,120.00,118.30,121.70,0,0,0.05113
906,IBM250417P00095000,IBM,2025-04-17,2024-10-25,95.00,put,0.00,0.01,0.00,1.64,0,0,0.39132
907,IBM250417C00100000,IBM,2025-04-17,2024-10-25,100.00,call,113.60,115.08,113.40,116.75,0,2,0.04899
908,IBM250417P00100000,IBM,2025-04-17,2024-10-25,100.00,put,0.00,0.01,0.00,1.11,0,0,0.36845
909,IBM250417C00105000,IBM,2025-04-17,2024-10-25,105.00,call,0.00,110.08,108.40,111.75,0,0,0.04685
910,IBM250417P00105000,IBM,2025-04-17,2024-10-25,105.00,put,0.00,0.01,0.00,1.00,0,0,0.34665
